"GENE_NAME","CHROMOSOME","UNIPROT_ACC","GO_MOLECULAR_FUNCTION","REACTOME_ID","KEGG_ID","INTERPRO_ID","PFAM_ID","INTACT_ID","BIOGRID_ID","CONSENSUSPATH_ID","GDI","P_HI","P_REC","ESSENTIAL_GENE","GENATLAS_TISSUE","lastmodified"
"NOBOX","7","O60393","RNA polymerase II core promoter proximal region sequence-specific DNA binding ; sequence-specific DNA binding ; transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding",,NULL,"IPR009057;IPR001356;","PF00046;",NULL,NULL,NULL,"2025.04",NULL,NULL,"N",NULL,"2017-06-22 00:00:00"
"NOD2","16","Q9HC29","actin binding ; ATP binding ; CARD domain binding ; enzyme binding ; Hsp70 protein binding ; Hsp90 protein binding ; muramyl dipeptide binding ; peptidoglycan binding ; protein kinase binding","R-HSA-168638;R-HSA-445989;R-HSA-446652;R-HSA-450302;R-HSA-450321;R-HSA-5689896;",NULL,"IPR001315;IPR011029;IPR032675;IPR001611;IPR007111;IPR027417;","PF00619;PF13516;","GALNT2;VIM;TRIM27;TRIM50;NDUFA13;TLE1;KAT5;ANKRD17;FIS1;ERBB2IP;TRIM8;RIPK2;PPP2R5E;ATG16L1;","GALNT2;XIAP;COPS6;VIM;MAP3K7;FIS1;NOD2;NLRC4;NOD1;SHARPIN;SQSTM1;RBCK1;TRAF6;NAT16;CASP1;TRAF4;RNF31;TRIM27;TLE1;SUGT1;BIRC3;KAT5;BIRC2;RIPK1;IKBKG;CASP12;UBC;RIPK2;PPP2R5E;ATG16L1;","RIPK2;RELA;TRIM27;MAP3K7;BID;MAP3K14;DUOX2;RAC1;NDUFA13;VDR;CASP1;ARHGEF7;XIAP;RIPK2;ATG16L1;ACAP1;ERBB2IP;AAMP;CASP4;HSPA1A;COPS6;NLRC4;SQSTM1;ERBB2IP;RAC1;MAPK14;CAD;DDX58;CARD9;PPP2R5E;KAT5;TRIM50;VIM;ANKRD17;FIS1;TRIM8;GALNT2;TRIM27;RIPK2;TLE1;SUGT1;CASP1;XIAP;SLC15A3;OLFM4;SLC15A4;BIRC2;BIRC3;NAT16;IKBKG;RIPK1;RNF31;RBCK1;SHARPIN;CASP12;TRAF4;TRAF6;NOD1;UBC","510.44","0.14","0.69","N","superior cervical ganglion;white blood cells;whole blood;skeletal muscle;","2017-06-22 00:00:00"
"NPHS1","19","O60500","myosin binding","R-HSA-373753;",NULL,"IPR013162;IPR003961;IPR007110;IPR013783;IPR003599;IPR003598;IPR013106;","PF08205;PF00041;PF07686;","NCK2;ALB;NCK1;IQGAP1;","ALB;FYN;KIRREL;MAP2K3;NPHS2;MAP2K4;NPHS1;SH3KBP1;YES1;CANX;CD2AP;MAP2K6;","KIRREL;FYN;NPHS2;IQGAP1;NCK1;NCK2;ARRB2;ZNF232;CFB;APOE;TIAM1;APOC3;GJC2;ATM;KRT5;KLK3;KRT14;OR8D2;SLA2;PPBP;PCDH1;ITIH1;CACNA1I;ITGA2;DGKG;LAT;KRT16;CABLES1;KRT13;CTSL;OBSL1;KCNMA1;TSC22D1;TTR;PLA2G4F;ST13;SETX;TRAPPC11;CFD;TTN;SCN5A;SLC25A13;CLCA2;ITGB5;AHSG;PRSS3;AGA;ALB;KIAA0232;LDB3;AP1M1;SACS;OR3A2;DMD;FGA;PF4V1;PCED1B;APOA4;CRB1;PHC3;FN1;NCOA3;EXOC6;PLAG1;KRT10;RANBP3;SGOL2;SPAST;ADRA1B;MYL4;RYR2;RLF;HPX;APOA2;JARID2;CST3;CDCP1;NLRC4;CTAGE5;CNOT1;MYLK3;F7;THRAP3;APOA1;SPATA31A7;PDZRN4;IGDCC4;OR2T6;DICER1;F2;CEP44;AMPD3;APOC2;SH3BP5;IGHG1;TTPAL;CROT;ZNF292;HP;CFH;TLN2;PDE4B;PALB2;CDC45;RANBP2;KRT6B;FAM71E2;SCAF1;AP4E1;QTRTD1;CAMTA1;KRT9;GABBR1;DERL1;APOC1;GSN;DCD;PEG3;KIAA1551;DDB1;SERPING1;KRT1;SLC1A5;KRT6A;CHKB;SORBS3;GFAP;GRAP2;SLC9A8;SRC;LYN;YES1;CD2AP;CASK;SH3KBP1;ALB;CANX;NUDT21","3107.13",NULL,"0.54","E","dorsal root ganglion;superior cervical ganglion;liver;ciliary ganglion;pons;atrioventricular node;kidney;trigeminal ganglion;skeletal muscle;","2017-06-22 00:00:00"
"NPHS2","1","Q9NP85",,"R-HSA-373753;",NULL,"IPR001107;IPR018080;IPR028509;IPR001972;","PF01145;","IQGAP1;","NPHS1;SH3KBP1;CD2AP;","NPHS1;IQGAP1;CD2AP;KIRREL3;KIRREL;SH3KBP1","360.8","0.27","0.27","E",NULL,"2017-06-22 00:00:00"
"NSMF","9","Q6X4W1","calcium-dependent protein binding",,NULL,"IPR033374;",,"GFI1B;","GFI1B;HSPB3;SUPT5H;POLR2A;","GFI1B;HSPB3;RAN;SUPT5H;POLR2A","17.61","0.15","0.24",NULL,NULL,"2017-06-22 00:00:00"
"OCA2","15","Q04671","L-tyrosine transmembrane transporter activity ; transporter activity","R-HSA-5662702;",NULL,"IPR004680;","PF03600;","ATP13A2;","ATP13A2;","ATP13A2","2610.72","0.12","0.37","E","dorsal root ganglion;superior cervical ganglion;trigeminal ganglion;","2017-06-22 00:00:00"
"OTUD4","4","Q01804","RNA binding ; thiol-dependent ubiquitin-specific protease activity",,NULL,"IPR003323;","PF02338;","NAF1;HRNR;ATG12;GAR1;MOG;KRT33B;BAG5;GALK1;PRR5;GPHN;REL;HSF2;KRT8;ILK;PTBP3;AGO3;CDK5RAP3;MYCBP;TCF4;TUBA1A;KRT85;MYC;NMD3;EXOSC8;BRF2;RUNX1T1;TMBIM4;KRT31;NPEPPS;STAT1;FLNC;FXR2;PRPF4;HIN1L;KRT36;GLA;CLEC3B;DSG1;DNAJB1;OAT;","NAF1;XPO1;ATG12;GAR1;MOG;KRT33B;BAG5;GALK1;GPHN;REL;HSF2;RPTN;KRT8;ILK;LHX6;AGO3;MYCBP;TCF4;KRT85;TUBA1A;NMD3;FMNL1;RBFOX2;EXOSC8;BRF2;RUNX1T1;KRT31;PARP11;NPEPPS;STAT1;FLNC;FXR2;PRPF4;WBP2NL;KRT36;GLA;CLEC3B;DSG1;UBC;HIST1H3E;GRK5;DNAJB1;OAT;","PRR5;TMBIM4;REL;STAT1;TCF4;ATG12;ILK;FLNA;PRR5;WDR77;PRPF31;TUBA1B;MTOR;MAPKAP1;PRMT5;RICTOR;RBM10;EXOSC8;CLEC3B;BRF2;CDK5RAP3;EIF3L;PRPF31;TUBB;PSPC1;PHB2;SUN2;HSP90AA1;WDR77;CCT3;AGO3;DBT;ATAD3B;TUBB2A;AGO2;TUBB4B;STK38;CLNS1A;SLC25A3;FLNA;TRIM21;EIF4B;SF3B6;SPTBN1;HSPA9;RBM10;TNRC6B;QPCTL;SPTAN1;DDOST;PRMT5;ACTB;SPIN1;TUBB4A;EEF1A1;MYH9;TAB1;DNAJA1;HSP90AB1;RUVBL2;IPO8;RUNX1T1;DSG1;FLNC;GALK1;GLA;DNAJB1;KRT8;KRT31;KRT33B;KRT85;MOG;OAT;TUBA1A;KRT36;FXR2;NPEPPS;BAG5;GPHN;MYCBP;NMD3;PARP11;RPTN;AGO3;GRK5;FMNL1;UBC;WBP2NL;RBFOX2;LHX6","130.3","0.46","0.13",NULL,"dorsal root ganglion;testis - interstitial;superior cervical ganglion;prefrontal cortex;appendix;globus pallidus;testis;ciliary ganglion;pons;atrioventricular node;trigeminal ganglion;cingulate cortex;skeletal muscle;","2017-06-22 00:00:00"
"PARK2","6","O60260","actin binding ; beta-catenin binding ; chaperone binding ; cullin family protein binding ; enzyme binding ; F-box domain binding ; G-protein coupled receptor binding ; heat shock protein binding ; histone deacetylase binding ; Hsp70 protein binding ; identical protein binding ; kinase binding ; PDZ domain binding ; phospholipase binding ; protein kinase binding ; SH3 domain binding ; transcription factor activity, sequence-specific DNA binding ; transcription regulatory region sequence-specific DNA binding ; tubulin binding ; ubiquitin binding ; ubiquitin conjugating enzyme binding ; ubiquitin protein ligase activity ; ubiquitin protein ligase activity involved in ERAD pathway ; ubiquitin protein ligase binding ; ubiquitin-protein transferase activity ; ubiquitin-specific protease binding ; zinc ion binding","R-HSA-5205685;R-HSA-5689877;R-HSA-977225;R-HSA-983168;","hsa01510;hsa04120;hsa05020","IPR031127;IPR002867;IPR003977;IPR029071;IPR000626;","PF01485;PF00240;","HSP90AB1;PINK1;HEXDC;PSMA7;PDCD2;GRIN2B;MAP1LC3B;UBASH3B;RAC1;UBASH3A;RANBP2;PAFAH1B2;TRIP13;DLG1;FBXO7;SH3GL3;NDUFA4L2;UBE2L6;PARK2;UBE2L3;RAD1;ATXN3;RGS2;CHPF;RHOT1;ZNF746;LRRK2;","RPL13;XRCC6;STOML2;SYNCRIP;SART1;CTNNB1;APP;GRIN2B;PGAM5;RPLP0;PIK3C3;RPL12;CCNA1;CUL1;H1F0;INA;OPA1;UBE2J1;UBE2J2;RAD1;MAPK1;NME2;RPS19;RPS16;RPS14;HSD17B10;RAD23B;RAD23A;CHCHD3;HSPA1A;BCL2L2;BCL2L1;PRRC2C;HADHB;HSPA1L;RPS25;ARIH1;UBASH3B;RAC1;PIP;PABPC3;UBASH3A;RPS20;TCF4;TUBB4B;GPD2;ESRRA;ZC3H15;NDUFA4L2;ESRRB;ESRRG;UBE2L6;VDAC2;UBE2L3;RPS6;VDAC3;RPS8;VDAC1;SRSF3;SRSF2;RGS2;SRSF9;PCNA;MARCKS;BACH1;SRSF1;MARCKSL1;UBE2G1;UBE2G2;YBX3;PDIA6;PDIA4;CCNE1;MAPT;AMY2B;HIST1H1C;AIFM1;ACTA2;NDUFA10;TXN;RUVBL2;ZNF746;RUVBL1;TUFM;HIST1H2AA;NACA;HK2;HK1;PAAF1;ACSL1;ACSL4;SIM2;TRIP13;AIMP2;LMNA;ELAVL1;MARCH5;CPT1A;TFRC;RPL22;SFPQ;AMOT;RALY;GRIK2;PASK;PRKCSH;TUBG1;RPS27A;EGFR;HNRNPA2B1;FBP1;HNRNPR;HNRNPU;DDIT4;MARC1;ARRB2;ARRB1;LRRK2;LRPPRC;ACTBL2;TRAF2;UBE2V1;HNRNPM;TUBB;FBXW7;DDX47;HNRNPK;RPL7;DDX3X;RPL6;HNRNPF;RPL8;DNAJA1;HNRNPD;HNRNPC;RPL4;RPL7A;HIST1H4J;ATP5J2;SYT11;RPL23A;MYL12A;EPS15;HDAC4;HNRNPH3;VCP;GPR37;IKBKG;HSPD1;DNAJB1;ABL1;PABPC1L;HNRNPH1;CYB5R3;CYB5R1;UCHL1;PINK1;VGF;RPS2;PRDX1;NDUFS4;HNRNPCL1;DLG4;IGKV2-30;PCYT2;NDUFS3;NDUFS2;IMPDH2;DLG1;SSBP1;LIMK1;CDK5;VAT1;PRPF6;CHGA;TUBB7P;SNRNP200;UBC;VIM;CALCOCO2;STUB1;HSPA2;REL;CALML3;HSPA7;HSPA4;PAFAH1B2;HSPA5;HSPA8;GBA;HSPA9;ANXA2;DBT;HSP90B1;HSDL2;RCN2;SNCA;CCT2;CCT3;ATP2B1;ATP2B3;DDX17;HTRA2;AGPS;RBM8A;RPL26L1;PRAME;OPTN;RFC4;SERBP1;ATP5C1;TUBA4A;CHGB;MDH2;MDH1;FUS;GCNT2;GSDMA;LMNB1;IGF2BP1;CALR;CALU;SLC11A2;HNRNPA3;FBXO7;BECN1;HOMER1;DDX5;HNRNPA1;TAX1BP1;DLX2;PTCD3;NIPSNAP1;IGHG1;BAG5;MCCC2;ATAD3A;ATAD3B;BAG2;SLC25A3;TUBB6;ATP5O;SLC25A1;TUBB1;ABCE1;SLC25A4;SLC25A5;EEF1A1P5;TOMM22;FAM46C;PRPF19;SUMO1;SET;MRPL12;SQSTM1;BCL2;AGK;MLLT4;AMBRA1;HNRNPDL;YWHAE;PSMD14;PSMD13;YWHAH;PSMD12;MEOX2;PSMD11;MEOX1;PSMD10;ATP5A1;SEPT5;SNCAIP;SLC6A3;CASK;CBX3;CBX1;MRPS31;TBC1D15;CISD1;SLC25A24;TARDBP;RBCK1;MYO6;PICK1;CLPX;PSMA2;ADRM1;PSMA1;PSMA6;MRPS18B;PSMA5;CHPF;PSMA4;PSMA3;PCCB;PCCA;PRPS1;MRPS15;MCL1;HDGF;PSMA7;PSMB5;PSMB4;FIS1;PSMB7;UBE2D3;PSMB6;UBE2D2;PSMB1;ALB;PSMB3;PACRG;NPM1;PSMB2;MRPS27;EEF1A1;P4HB;MRPS28;MRPS23;MRPS22;PTPN5;CKAP4;EEF1A2;NTPCR;TOMM40;EIF4B;PSMC6;PSMC5;SLC25A13;PSMC4;PLCG1;TOMM70A;PSMC3;PSMC2;PSMC1;RHOT1;RHOT2;CIRBP;UBE2E2;DAP3;UBE2E1;HSP90AB1;CALM1P1;PDCD2;CRX;FUBP1;MCM7;PSMD1;PSMD2;PSMD3;PSMD4;PSMD5;RANBP2;PSMD6;TUBA1A;PSMD7;TUBA1C;PSMD8;PSMD9;HSP90AA1;MRPS7;MFN2;MFN1;PSME1;C1QBP;PSME2;UBE2M;TOM1;COMMD1;PSME3;MATR3;CEP55;TPM1;TPM4;TPM3;SYN1;IGHA1;TUBA3D;TGM3;CAMK2A;GAPDH;NEFL;NEFM;ACTB;TCP1;NACC1;DNM1L;PARK2;PARK7;ATXN2;ATXN3;CASP14;RNF41;","PINK1;ATXN3;RANBP2;FBXO7;ZNF746;RHOT1;PSMA7;RGS2;TRIP13;GRIN2B;UBASH3B;DLG1;CHPF;HEXDC;RAC1;PINK1;FBXO7;UBE2L3;PINK1;TOMM20;HSP90AB1;PDCD2;UBE2L6;LRRK2;NDUFA4L2;MAP1LC3B;RAD1;UBASH3A;SH3GL3;SH3GL3;DNM2;PAFAH1B2;UBC;SIM2;FBXW7;SEPT4;GPR37;SEPT5;SYT11;TUBA4A;TUBB;UBB;UBE2G1;SNCA;CASP1;GPR37;DNAJA1;STUB1;CASP8;YWHAH;CASK;AIMP2;RGS3;PARK7;PINK1;EPS15;EGFR;HSPA4;BAG5;HSPA1B;CUL1;CCNE1;CCNA1;DLG4;HOMER1;CAMK2A;UBE2J1;STUB1;DNAJA1;HSPA8;DNAJB1;PSMA1;SNCAIP;RNF41;PLCG1;MAPT;HSPA4;BACH1;CDK5;LIMK1;EPS15;TUBA1A;TUBG1;PSMA4;HDAC4;PARK7;SLC6A3;PSMC5;SYN1;HTRA2;BCL2;FBP1;APP;ABL1;AMBRA1;PICK1;IKBKG;TRAF2;SLC11A2;MFN1;MFN2;ESRRA;ESRRB;ESRRG;UBE2E2;ARRB2;ARRB1;ARR3;PSMD4;DNM1L;C1QBP;GBA;BAG5;RAD23A;PSMD2;PSMC3;ATXN2;ARIH1;MAPK1;TFRC;GAPDH;HSPA9;PCNA;PRPS1;UBE2J2;UBE2G2;UBE2N;UBE2D2;UBE2E1;UBE2D3;UBE2V1;VDAC1;VDAC2;VDAC3;HK1;TOMM70A;CISD1;NME2;UBE2M;ACTA1;TCP1;CCT2;PACRG;VCP;HSP90AA1;CSNK1A1;PRKACA;RHOT2;ACSL1;ACSL4;MDH1;MDH2;CPT1A;CYB5R1;CYB5R3;MARC1;HK2;TOMM22;FIS1;MARCH5;TBC1D15;TOM1;MYO6;TAX1BP1;SQSTM1;CALCOCO2;PSMA2;PSMA3;PSMA5;PSMA6;PSMB1;PSMB2;PSMB3;PSMB4;PSMB5;PSMB6;PSMB7;PSMC1;PSMC2;PSMC4;PSMC6;RAD23B;ADRM1;PAAF1;PSMD1;PSMD3;PSMD5;PSMD6;PSMD7;PSMD8;PSMD9;PSMD10;PSMD11;PSMD12;PSMD13;PSMD14;PSME1;PSME2;PSME3;TOMM40;LRPPRC;PRDX1;HNRNPA2B1;CLPX;CBX1;HSPD1;ACTB;ATP2B3;ATP2B1;CASP14;H1F0;DAP3;PRKCSH;TUBA1C;AIFM1;ALB;TUBB4B;VIM;NPM1;HSPA5;GSDMA;RBM8A;CALU;RCN2;MRPS31;SLC25A3;ATP5A1;HADHB;EEF1A1;NEFL;TUBB6;SLC25A13;HIST1H2AA;ATP5O;MRPS7;SET;OPA1;NEFM;CBX3;EIF4B;BAG2;SART1;ATP5J2;ATP5C1;RPS20;RPL13;RPL6;CCT3;ANXA2;HNRNPF;HIST1H4A;TPM4;NDUFS4;INA;HSPA2;CIRBP;YBX3;LMNB1;SLC25A4;CALR;MRPL12;PRPF19;SFPQ;HSP90B1;RFC4;FUS;NDUFS2;SSBP1;IGF2BP1;HSPA1L;XRCC6;YWHAE;RUVBL1;LMNA;RUVBL2;VGF;ZC3H15;GPD2;HSDL2;AMY2B;MARCKSL1;CHGA;ACTBL2;NTPCR;AGPS;CHGB;CEP55;HDGF;TUBA3C;ABCE1;TGM3;AGK;MRPS28;MRPS18B;RPL26L1;STOML2;CALML3;DBT;VAT1;CHCHD3;TPM3;NDUFA10;AMOT;HNRNPH3;PDIA4;SRSF9;MRPS23;TUBB1;NIPSNAP1;PCCA;RPS19;PCCB;ACTA2;MARCKS;DDX47;PABPC1L;PRRC2C;MCCC2;TXN;PDIA6;HNRNPCL1;HNRNPDL;P4HB;PIP;HNRNPD;NDUFS3;CKAP4;ATAD3B;RPL22;PABPC3;HNRNPA3;RPS27A;IMPDH2;MCM7;TPM1;SLC25A1;EEF1A2;ATAD3A;RPL8;PGAM5;SRSF1;RALY;ELAVL1;RPS2;HIST1H1C;MRPS15;PTCD3;HNRNPR;SRSF3;HNRNPM;MRPS27;SERBP1;TUFM;SRSF2;PRPF6;SYNCRIP;HNRNPC;RPL23A;RPS8;RPS25;MATR3;RPS14;SLC25A5;DDX17;RPL12;RPS6;RPL4;SNRNP200;HNRNPH1;MRPS22;RPL7A;RPS16;RPLP0;RPL7;DDX5;HNRNPK;HNRNPU;HNRNPA1;DDX3X;IGHA1;EEF1A1P5;HSPA7;IGHG1;SLC25A24;NACC1;TARDBP;BECN1;PIK3C3;DLX2;CRX;FAM46C;MEOX1;MEOX2;RBCK1;REL;TCF4;DDIT4;BCL2L1;BCL2L2;MCL1;OPTN;UCHL1;MLLT4;SUMO1;PRAME;PASK;PCYT2;VCL;FBXW7;CUL1;RGPD2","1930.73","0.18","0.48","N","dorsal root ganglion;superior cervical ganglion;globus pallidus;ciliary ganglion;pons;trigeminal ganglion;skeletal muscle;","2017-06-22 00:00:00"
"PARK7","1","Q99497","androgen receptor binding ; cadherin binding ; copper ion binding ; cupric ion binding ; cuprous ion binding ; cytokine binding ; enzyme binding ; identical protein binding ; kinase binding ; L-dopa decarboxylase activator activity ; mercury ion binding ; mRNA binding ; oxidoreductase activity, acting on peroxide as acceptor ; peptidase activity ; peroxiredoxin activity ; protein deglycase activity ; protein homodimerization activity ; receptor binding ; repressing transcription factor binding ; scaffold protein binding ; small protein activating enzyme binding ; superoxide dismutase copper chaperone activity ; transcription coactivator activity ; transcription factor binding ; tyrosine 3-monooxygenase activator activity ; ubiquitin-like protein conjugating enzyme binding ; ubiquitin-specific protease binding",,"hsa01510;hsa05020","IPR029062;IPR002818;IPR006287;","PF01965;","DAXX;IQGAP1;USP19;SLX4;GOPC;PPP1R12A;CHD2;OTUD7B;GATAD2B;PPP2R1B;PPP2R1A;AR;RBBP4;VHL;MTA2;PTBP1;MTA1;UBE2I;FADD;MBD3;SOD1;RBBP7;PARK7;TNFRSF10A;BBS1;PYCR1;KIF1B;HDAC2;HDAC1;OTUB1;UBA2;EPB41L5;BABAM1;LIN37;LIN54;ABL1;GNB2L1;","LDHB;LDHA;IMPA2;NIT2;HINT1;SNCA;PRDX5;PINK1;PRDX2;DAXX;PTEN;NONO;USP19;MAP3K5;BAG1;CLCF1;GOPC;CASP8;PITX3;NDUFS3;ATP5J;PPP2R1B;PPP2R1A;ND1;AR;RBBP4;MTA2;TP53;MTA1;LYPLA1;FADD;UBE2I;MBD3;RBBP7;PPARGC1A;CSN1S1;BBS1;HIPK1;MTRF1;EPB41L5;PIAS2;TALDO1;EFCAB6;PML;BCL2L1;STUB1;MIF;ANXA7;SUMO1;PIR;NPM1;OTUD7B;GATAD2B;HSPA4;UNK;TRAF6;CHD4;ENO1;NDUFA4;VHL;MAP1B;NXF1;PARK2;SOD1;PARK7;SREBF2;ITPA;HDAC2;HDAC1;TDP2;BAX;UBA2;SFPQ;BABAM1;SLC18A2;","SNCA;AR;EFCAB6;IL7R;FADD;GPN3;TK1;LARP7;CTTN;AASDHPPT;C11orf58;NUP188;UBA5;RANGAP1;SART1;PEX5;SCRIB;RRBP1;ATG7;UBR5;MRPL41;CHEK1;TCOF1;RNF138;MICU1;PPP2R2D;PDCD2L;PLS3;MRPL15;AHCYL2;GPHN;CSNK2B;CSNK2A1;MRPL44;NRD1;PPM1G;PPP2R2C;ZNF282;GFM1;SLX4;HOXC9;NUP93;MEPCE;DDX24;PIN1;FARSB;DMWD;MRPS31;MRPS11;EPB41L3;CNN3;CWC15;TTLL12;ALKBH2;FTO;AKAP11;PRPF31;MRPS21;DNAJC9;RNH1;HOXB9;FAM192A;SDE2;HCFC1;DEPDC7;MRPS16;ICT1;UBE2O;TBC1D4;GYS1;RAD54L2;MRPL9;GNPAT;LRRC1;SLX1A;POLR2G;ANKRD17;GFM2;SLC5A3;PARP1;GPATCH4;GOPC;EEF2;ANXA5;HDAC1;CDK1;STRN;PPP2R5E;PRDX1;PPP2R2A;RAB18;PPP2R1B;RALA;RAB7A;MCM3;PRDX2;FGFR1OP;HSPD1;STRN3;PPP2CA;RAB11A;CDK4;OTUD7B;ABL1;GNB2L1;MTA2;BBS1;PYCR1;UBE2I;VHL;HDAC1;MTA2;CASP8;FADD;UBA2;PTBP1;PPP1R12A;IQGAP1;SOD1;GNB2L1;DAXX;MTA2;HDAC1;RBBP4;FADD;TNFRSF10A;MYL12A;MYLPF;RPLP1;LIN52;LIN37;HIST1H4A;TFDP1;B2M;LIN54;TSNAX;TFDP2;LIN9;HNRNPA2B1;E2F4;MYBL1;SIN3A;RBL2;RBBP4;MYBL2;PDAP1;STRN3;HSPD1;ANAPC10;RAB18;PPP2R2A;PRDX1;RAP1A;TRADD;RAB7A;PPP2R1A;STRN;CDK1;EEF2;RAB11A;PPP2CA;PRDX2;MCM3;HNRNPA2B1;E2F4;MYBL1;RBBP4;RBL2;HIST1H4A;CSTB;GOLGA4;EIF4H;LIN54;TFDP1;B2M;NCOR1;RPLP2;PRDX5;TFDP2;E2F5;HDAC3;SLC4A2;LIN52;LIN37;MYBL2;PDAP1;HSBP1;TBL1XR1;NSFL1C;LIN9;SRP9;KIF1B;TNFRSF10A;DIS3;SLIRP;GMPS;NDUFA5;SHMT2;UBXN1;PBDC1;FAM175B;PDHA1;RANGAP1;MICU1;AASDHPPT;BABAM1;ATAD1;PRDX5;SLC25A13;GNAL;MELK;PSMA4;UGGT2;VPS4B;MRPL53;FAM210A;ARF4;DDX39A;PLK1;UIMC1;TNKS;SLC25A11;FAM175A;PRKAG1;VPS4A;BRCC3;SFXN4;TIMM23;NSF;BRE;LRRC47;CLPX;GPT2;MTA2;CHD2;HDAC1;HDAC2;MTA1;GATAD2B;RBBP7;MBD3;RBBP4;PIAS2;SUMO1;PPP2R1A;PPP2R1B;PARK2;PINK1;USP19;BABAM1;SOD1;PARK2;STUB1;HSPA4;MTA1;PITX3;CHD4;HDAC1;HDAC2;MBD3;GATAD2B;RBBP4;RBBP7;TRAF6;CLCF1;MTRF1;BCL2L1;BAX;NONO;PINK1;MAP1B;MAP3K5;NDUFA4;MT-ND1;NDUFS3;TP53;CSN1S1;SLC18A2;PTEN;SFPQ;HIPK1;SREBF2;TDP2;BAG1;CASP8;PRDX5;ATP5J;PRDX2;TALDO1;NPM1","67.75","0.2","0.54","N","medulla oblongata;thalamus;olfactory bulb;hypothalamus;temporal lobe;spinal cord;pons;caudate nucleus;adrenal gland;prefrontal cortex;kidney;parietal lobe;cingulate cortex;","2017-06-22 00:00:00"
"PCDH15","10","Q96QU1","calcium ion binding",,NULL,"IPR002126;IPR015919;IPR020894;IPR030718;","PF00028;",NULL,NULL,"MYO7A;USH1C","10008.9","0.25","0.18","N","dorsal root ganglion;superior cervical ganglion;temporal lobe;atrioventricular node;skin;","2017-06-22 00:00:00"
"PDE3A","12","Q14432","3,5-cyclic-AMP phosphodiesterase activity ; 3,5-cyclic-GMP phosphodiesterase activity ; cAMP binding ; cGMP-inhibited cyclic-nucleotide phosphodiesterase activity ; metal ion binding","R-HSA-418457;R-HSA-418555;","hsa00230;hsa04910","IPR003607;IPR002073;IPR023174;","PF00233;","YWHAZ;CCDC88A;KIF11;WDR62;HSPA5;TUBA1C;FBXO7;","MMS19;CCDC88A;KIF11;GANAB;MSH2;UBE4B;TRMT1;ATP6V1B2;DPYSL2;AKT1;GMPPB;JUP;WDR62;RANBP6;YWHAQ;CSDE1;PRKACA;HSPA5;TUBA1C;FBXO7;","IRS1;LEPR;YWHAZ;PRKAR1A;ARFGEF1;ARFGEF1;ARFGEF2;ARFGEF2;ARFGEF1;PRKAR1A;ARFGEF2;YWHAQ;ATP6V1B2;CSDE1;GANAB;GMPPB;JUP;MMS19;DPYSL2;MSH2;RANBP6;TRMT1;UBE4B;AKT1;PRKACA","1899.17","0.09","0.15","N","superior cervical ganglion;ciliary ganglion;trigeminal ganglion;","2017-06-22 00:00:00"
"PDX1","13","P52945","chromatin binding ; core promoter sequence-specific DNA binding ; protein complex binding ; protein heterodimerization activity ; RNA polymerase II core promoter proximal region sequence-specific DNA binding ; transcription factor activity, RNA polymerase II distal enhancer sequence-specific binding ; transcription factor activity, sequence-specific DNA binding ; transcription factor binding","R-HSA-210745;R-HSA-210747;","hsa04930;hsa04950","IPR009057;IPR017995;IPR017970;IPR001356;IPR020479;","PF00046;","PASK;","XRCC5;ATF3;PCIF1;MAPK14;XRCC6;PRKDC;PBX1;MAFA;ALK;","PASK;TCF3;SLC2A2;MAFA;NEUROD1;CREB1;IAPP;HMGA1;PBX1;MEIS2;SPOP;PCIF1;ALK;XRCC6;XRCC5;PRKDC;PBX1;ATF3;MAPK14;PKNOX1","268.91","0.19","0.6","E",NULL,"2017-06-22 00:00:00"
"PDZD7","10","Q9H5P4","protein heterodimerization activity ; protein homodimerization activity",,NULL,"IPR001478;","PF00595;",NULL,NULL,NULL,"127.88","0.24","0.11",NULL,NULL,"2017-06-22 00:00:00"
